t,x,y,z,yaw,vx,vy,vz,wx,wy,wz,tau_L,tau_R
0.012636887,-0.0006547889463330931,0.00015988274422937008,0.04349201611131481,-0.012747419597549684,4.8502678395045154e-05,-4.4834230735011855e-06,0.00013740523206991749,0.03593564225091933,-0.023648185504241605,-0.0029856087041448625,0.0,0.0
0.013663744,-0.0006571259941650228,0.0001563978977684483,0.04349649100293566,-0.012738887709020276,0.00037896104483892845,-0.0004690708593286705,-0.0016130133386637975,0.025212689113281415,0.020504655975605544,-0.0006189369800293522,0.0,0.0
0.023000107,-0.0006568678845921766,0.0001589316521523769,0.043492380469412416,-0.01274197115074115,0.0007565572103063541,0.0013430353206784296,-0.003066297043320264,-0.043784104001464354,0.03498517994219109,0.0040906832272388305,0.0,0.0
0.033101611,-0.0006586582531266831,0.00015693806069757497,0.04349811844686775,-0.012736162848761329,-0.0002036470978256033,0.00013975311772204842,0.00038307905700642463,-0.001847277019224414,-0.0037929339339060177,0.00010586327366884728,0.0,0.0
0.043525358,-0.000659092083836261,0.00015764253511264998,0.043495280925595924,-0.012743726692004296,0.0003046920335233842,0.0006707590804057739,-0.0019388942598973673,-0.03666405601304818,0.026449536495442336,0.0023502290121853063,0.0,0.0
0.053331334,-0.0006598845473457211,0.00015677858248886454,0.04349764083654444,-0.012735456562872992,-0.00021576326091610182,0.00011480075855232233,0.0005136148419967074,-0.002494337258816632,-0.005021748480584716,7.239245828087865e-05,0.0,0.0
0.063369749,-0.0006604309078744922,0.0001568075611978377,0.04349589423014257,-0.01273324095468917,-0.0004697577486109815,-2.0468166053617523e-05,0.0017133217386624947,0.00778144938143057,-0.015171189846625448,0.003221990247395691,0.0,0.0
0.073436245,-0.0006619744358308741,0.0001590494708302547,0.043497793854673616,-0.012736961523815697,-0.00010162724580689889,0.00014314794245550165,0.000488680013617409,2.7154157021260307e-05,-0.00019029927790958524,-0.0007973857147074431,0.0,0.0
0.08341419,-0.0006614459773655485,0.00015806799734964188,0.04349768360447956,-0.012745300313554385,-1.2653854007746879e-05,-4.908528925570219e-05,0.00042109408660724975,-0.005599625171867505,-0.0027386372994069852,-8.458058799975562e-05,0.0,0.0
0.093109677,-0.0006606611512351194,0.00016031761149242025,0.04349258147982905,-0.012742324967810019,0.0007432324814649569,0.0014097944572280586,-0.0031565963130649054,-0.044575957812007044,0.034971388687927596,0.004240782276410078,0.0,0.0
0.103468014,-0.0006624537842032065,0.0001584653433795496,0.0434981288774264,-0.012735465581258435,-0.00020038237633427788,0.00013015313536433217,0.00038052820735771036,-0.0018584312398822447,-0.0037766654340260714,0.00013658493954805986,0.0,0.0
0.113400727,-0.0006625814700951343,0.00015913453607636433,0.043495371016809704,-0.012742868504153158,0.0002911438355825339,0.0006989318380909693,-0.001941615090353676,-0.03669840511465329,0.026369186685375703,0.002614647766868508,0.0,0.0
0.123237689,-0.0006639192222329171,0.00016035263832339308,0.04349384240858666,-0.012751612830185277,-0.0001654984108009042,0.0016226568146129657,0.0032216595567831708,-0.018256663636475587,0.0012116567514379394,-0.002275414853300001,0.0,0.0
0.133368366,-0.0006634222469380236,0.00016136389279615486,0.04349751836756043,-0.012761112059542338,-2.0708917649129053e-05,-0.00028934027493051934,0.000632072531341795,-0.0016817100567339887,-0.003975602548177685,0.0010870652243830036,0.0,0.0
0.143260494,-0.0006641135264344892,0.0001624306774200947,0.043489604865308513,-0.0127462821533826,-0.0008359911701545051,-0.0003406514247098196,-0.002942695055572067,-0.006232268882217786,-0.06460982734847952,0.0035873400334722103,0.0,0.0
